id,name,address_formatted,address_city_state_zip,address_street,address_city,address_state,address_zipcode,contact_phone,contact_email,contact_website,tea_school_district_name,tea_school_district_number,tea_county_name,tea_esc_region,address_county,address_region,location_lat,location_lng,vendorType,vendorTypes,type,displayGradeRange,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,costOptions,description,serviceType,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,directPayMarketplace,additionalLocations,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rectAcsAPt4mz3qZI,Incarnate Word Academy Elementary Corpus Christi,"450 Chamberlain St, Corpus Christi, TX, 78404","Corpus Christi, TX 78404",450 Chamberlain St,Corpus Christi,TX,78404,(361) 883-0857,admissions@iwacc.org,https://iwacc.org,Flour Bluff ISD,178914,Nueces,2,Nueces County,South Texas,27.7612202,-97.392431,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,"Ranked as #1 in private schools in Corpus Christi and committed to world class education and whole child formation, Incarnate Word Academy (IWA) educates students age three through grade twelve from Corpus Christi and the surrounding communities. Established in 1871 and operated by the Order of the Incarnate Word and Blessed Sacrament, IWA is a private, independent, non-profit 501(c)3 Catholic school accepting students of all faiths. ",local,,,,,True,,,,,8600,13400,1,0.96,1,,0.87
rectBVwTestOFtICC,Armenta's Early Childhood Development II,"10330 Blackhawk Blvd, Houston, TX, 77089","Houston, TX 77089",10330 Blackhawk Blvd,Houston,TX,77089,(346) 635-2013,aecdblackhawk@gmail.com,https://www.armentaschilddevelopment.com,Pasadena ISD,101917,Harris,4,Harris County,Houston Area,29.6105297,-95.2380408,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectEZqSzG5UDilLx,Lil' Indians,"320 Us Highway 175, Frankston, TX, 75763","Frankston, TX 75763",320 Us Highway 175,Frankston,TX,75763,+19032734099,kloebigdaycare@gmail.com,,Frankston ISD,001904,Henderson,7,Anderson County,East Texas,32.0512765,-95.5033076,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,Licensed 4-Star childcare center. Locally owned and operated. Texas School Ready Curriculum for the whole center. Texas Healthy Building Blocks Recognized Center. Quality trained staff with over 40 years of experience.,local,,,,,True,,,,,10000,10500,0.95,1,,,0.95
rectHDbi7suzoA7ke,St. Mary's Catholic School,"202 S Orange St, Fredericksburg, TX, 78624","Fredericksburg, TX 78624",202 S Orange St,Fredericksburg,TX,78624,+18309973914,cahern@stmarysmail.com,https://school.stmarysfbg.com,Fredericksburg ISD,086901,Gillespie,13,Gillespie County,San Antonio Area,30.276535,-98.8772583,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"St. Mary's Catholic School teaches students to live out the mission of inspiring a lifelong love of God and service to neighbor through strong academics, a vibrant athletic program,  problem solving skills, a buddy program, service opportunities throughout the year, weekly Mass, and daily character and spiritual development of the individual soul.  At St. Mary's there exists a strong sense of community and a legacy passed down since 1856. ",local,,,,,True,,,,,6550,8050,0.93,0.97,0.98,13,0.97
rectIGxEUvOC0rtVR,Primrose School Of Midland At Westridge,"6100 Deauville Blvd, Midland, TX, 79706","Midland, TX 79706",6100 Deauville Blvd,Midland,TX,79706,(432) 520-1000,louannm@primrosekelliwood.com,https://www.primrosewestridge.com,Midland ISD,165901,Midland,18,Midland County,West Texas,31.9920877,-102.155081,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectIQmRwb2gIHvNO,Ikids Academy,"823 S Alamo Rd, Alamo, TX, 78516","Alamo, TX 78516",823 S Alamo Rd,Alamo,TX,78516,(956) 781-5683,info@ikidsacademy.com,https://www.ikidsacademy.com,Donna ISD,108902,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.1742621,-98.1251926,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectIlqwgcp9UWvh1,Rising Starz Child Care Center,"1200 E Jackson Rd, Carrollton, TX, 75006","Carrollton, TX 75006",1200 E Jackson Rd,Carrollton,TX,75006,(972) 466-3800,risingstarzccc@yahoo.com,https://www.risingstarzchildcarecenter.net,Carrollton-Farmers Branch ISD,057903,Dallas,11,Dallas County,Dallas-Fort Worth,32.9751945,-96.9030708,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectJn34BSs02fNKB,Success On The Spectrum,"8181 Commerce Park Dr, Houston, TX, 77036","Houston, TX 77036",8181 Commerce Park Dr,Houston,TX,77036,(346) 217-8328,nichole.daher@successonthespectrum.com,https://successonthespectrum.com,Lamar Cons ISD,079901,Harris,4,Harris County,Houston Area,29.6885323,-95.53560979999999,Therapy,Therapy,,,,,,,,,,ABA Therapy,local,,,,,True,,Therapy: Behavioral,,,,,,,,,
rectPIPdZrXfUBgCD,Azle Christian School,"1801 S Stewart St, Azle, TX, 76020","Azle, TX 76020",1801 S Stewart St,Azle,TX,76020,(817) 444-9964,ageeslin@azlechristianschool.org,https://azlechristianschool.org,Springtown ISD,184902,Parker,11,Parker County,Dallas-Fort Worth,32.8812632,-97.57640459999999,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,"The mission of Azle Christian School is to educate, inspire and equip Christian disciples through academic and spiritual excellence; so they can impact our culture in a way that glorifies Jesus.  ",local,,,,,True,,,,,6500,9000,0.91,,1,16,0.9099999999999999
rectSV4Ir4ANQ8vTR,Little Oaks Early Learning Academy,"8555 Creekside Green Dr, The Woodlands, TX, 77389","The Woodlands, TX 77389",8555 Creekside Green Dr,The Woodlands,TX,77389,(832) 510-3427,rmcminn@littleoaksela.com,https://littleoaksela.com,Tomball ISD,101921,Montgomery,4,Harris County,Houston Area,30.1379575,-95.55118519999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"At Little Oaks Early Learning Academy, we seek to build in our students an early spiritual foundation in Christ and equip them academically and socially to be effective in their world.  We desire for our students to develop a love for learning and academics through discovery, imaginative play, language instruction, music, and art.  Our students will develop a foundation of Biblical truth in a joyful environment where seeds of faith are planted by teachers who love the Lord. ",local,,,,,True,,,,,,,,,,,
rectWjefKqle9v8WA,St Lukes Episcopal School,"16292 F M 849, Lindale, TX, 75771","Lindale, TX 75771",16292 F M 849,Lindale,TX,75771,(903) 881-8733,april.butler@stlukesschool.org,https://stlukesschool.org,Lindale ISD,212903,Smith,7,Smith County,East Texas,32.5025728,-95.4184654,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectXablKKi9Ka6GO,Children's Lighthouse Of Clay Road,"19607 Clay Rd, Katy, TX, 77449","Katy, TX 77449",19607 Clay Rd,Katy,TX,77449,(281) 916-3331,clayroad@childrenslighthouse.com,https://childrenslighthouse.com/clayrd,Cypress-Fairbanks ISD,101907,Harris,4,Harris County,Houston Area,29.83071099999999,-95.7143323,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectYjDMCnwF29Xsz,"Discovery Montessori Academy, Allen","601 S Fountain Gate Dr, Allen, TX, 75002","Allen, TX 75002",601 S Fountain Gate Dr,Allen,TX,75002,(972) 359-0909,dmaallen@tydiscoverymontessori.com,https://www.tydiscoverymontessori.com,Allen ISD,043901,Collin,10,Collin County,Dallas-Fort Worth,33.0940311,-96.64588049999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectYytKv4V7S8TJi,Didactica Spanish Preschool,"2903 Ranch Road 620 N, Bldg C, Austin, TX, 78734","Austin, TX 78734","2903 Ranch Road 620 N, Bldg C",Austin,TX,78734,(512) 983-7083,learn@didacticakids.com,https://www.didacticakids.com,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.389861,-97.9381119,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectaK4oD2Uo9LWkt,Flip Childcare & Learning Center,"3509 SE 8th St, Grand Prairie, TX, 75052","Grand Prairie, TX 75052",3509 SE 8th St,Grand Prairie,TX,75052,(586) 222-6160,flipcclc@yahoo.com,https://flipcclc.com,Grand Prairie ISD,057910,Dallas,11,Dallas County,Dallas-Fort Worth,32.6931122,-97.0012308,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectazv2jwHpjGy8Z,Tots And Tikes Learning Center,"411 W Main St, Port Lavaca, TX, 77979","Port Lavaca, TX 77979",411 W Main St,Port Lavaca,TX,77979,(361) 552-4411,totsandtikes@yahoo.com,,Calhoun County ISD,029901,Calhoun,3,Calhoun County,South Texas,28.6133043,-96.62869870000002,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectd5XzYWCXAv1cx,Incarnate Word High School,"727 E Hildebrand, San Antonio, TX, 78212","San Antonio, TX 78212",727 E Hildebrand,San Antonio,TX,78212,(210) 829-3100,sylvia.reyna@iwhs-satx.org,https://www.incarnatewordhs.org,North East ISD,015910,Bexar,13,Bexar County,San Antonio Area,29.4664616,-98.4758646,Schools,Schools,Private School,Grades 9–12,9,12,False,False,False,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recteKonCEG18HAtA,Kiddie Academy Longenbaugh Cypress,"17909 Longenbaugh Dr, Cypress, TX, 77433","Cypress, TX 77433",17909 Longenbaugh Dr,Cypress,TX,77433,+12818150522,Longenbaughcypress@kiddieacademy.net,https://kiddieacademy.com/Longenbaughcypress,Cypress-Fairbanks ISD,101907,Harris,4,Harris County,Houston Area,29.8952082,-95.6871056,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"Kiddie Academy of Longenbaugh-Cypress is a premier early childhood education center serving families in the Cypress, Texas area. As part of the national Kiddie Academy franchise, the campus delivers a structured, research-based program through the Life Essentials® curriculum, focusing on academic, social, emotional, and character development.",local,,,,,True,,,,,15000,17000,1,1,1,12,1
rectjrAq2a6sgISly,Chisholm La Petite Academy,"9315 Chisholm Ln, Austin, TX, 78748","Austin, TX 78748",9315 Chisholm Ln,Austin,TX,78748,(512) 282-7792,lpatxaus@cttlc.com,https://www.lapetite.com,Hays Cons ISD,105906,Travis,13,Travis County,Austin Area,30.1743367,-97.8104108,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectl40x3ac2peuOV,The Goddard School,"12101 Archeleta Blvd, Unit 1, Austin, TX, 78739","Austin, TX 78739","12101 Archeleta Blvd, Unit 1",Austin,TX,78739,(512) 746-8700,austin3tx@goddardschools.com,,Hays Cons ISD,105906,Travis,13,Travis County,Austin Area,30.1708226,-97.88931099999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectmvdqFCwjhiM1T,St. Joseph Catholic School Bryan,"600 S Coulter, Bryan, TX, 77803","Bryan, TX 77803",600 S Coulter,Bryan,TX,77803,(979) 822-6641,jnagore@stjosephbcs.org,https://stjosephschoolbcs.org,Bryan ISD,021902,Brazos,6,Brazos County,Central Texas,30.663761,-96.36471979999999,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,"For more than 130 years, St. Joseph Catholic School has formed students intellectually, physically, and spiritually within a faith-centered community where each child is known, loved, and supported. Through rigorous academics, rich co-curricular opportunities, and intentional faith formation, SJCS prepares students not only for college, but for lives of leadership, service, and lifelong learning. Rooted in Catholic values and guided by a enduring mission, our graduates carry forward a legacy of compassion, curiosity, and confident engagement in the world.",local,,,,,True,,,,,11108,13456,0.6,0.83,1,,
rectpz8szxjJf8f2I,St. Paul Lutheran School Mcallen,"300 W Pecan Blvd, Mcallen, TX, 78501","Mcallen, TX 78501",300 W Pecan Blvd,Mcallen,TX,78501,(956) 682-2345,hbmccann@stpaulmcallen.org,https://www.stpaulmcallen.org,McAllen ISD,108906,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.2178278,-98.2192796,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectqNcWmlG2FkN60,Brilliant Butterflies Academy,"3630 N Shiloh Rd, Ste 207, Garland, TX, 75044","Garland, TX 75044","3630 N Shiloh Rd, Ste 207",Garland,TX,75044,(214) 440-2406,brilliantbacademy@outlook.com,https://www.brilliantbutterfliesacademy.com,Dallas ISD,057905,Dallas,10,Dallas County,Dallas-Fort Worth,32.9502579,-96.66470269999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectqs3x0nxasaTs0,Primrose School Of League City At Victory Lakes,"2632 W Walker St, League City, TX, 77573","League City, TX 77573",2632 W Walker St,League City,TX,77573,(281) 337-0450,director@primrosevictorylakes.com,https://www.primrosevictorylakes.com,Clear Creek ISD,084910,Galveston,4,Galveston County,Houston Area,29.4768012,-95.0958081,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectr3iV4NXeJcLR7,Lake Travis Stem Academy,"3315 El Salido Pkwy, Austin, TX, 78613","Austin, TX 78613",3315 El Salido Pkwy,Austin,TX,78613,(512) 784-7082,kori@ltstemacademy.org,https://www.ltstemacademy.org,Round Rock ISD,246909,Williamson,13,Williamson County,Austin Area,30.460414,-97.82760859999999,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectthlst2JMasEHu,Abc Academy,"18916 Freeport Dr, Montgomery, TX, 77356","Montgomery, TX 77356",18916 Freeport Dr,Montgomery,TX,77356,(936) 448-2223,jeanne@abcmontgomery.com,https://www.abcmontgomery.com,Montgomery ISD,170903,Montgomery,4,Montgomery County,Houston Area,30.3878337,-95.657339,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recttttdNcQz1IWIB,Dba - International Children's Academy,"20627 Huebner Rd, Ste 105, San Antonio, TX, 78258","San Antonio, TX 78258","20627 Huebner Rd, Ste 105",San Antonio,TX,78258,(210) 497-5333,icasanantonio@gmail.com,https://icasanantonio.com,North East ISD,015910,Comal,13,Bexar County,San Antonio Area,29.6264034,-98.4887483,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectvVpjapGW8ZUGc,Alpha Kids Early Learning Center,"901 E 6th St, Ste 5, Weslaco, TX, 78596","Weslaco, TX 78596","901 E 6th St, Ste 5",Weslaco,TX,78596,(956) 375-2166,mpsegura@alphakidsllc.com,,Weslaco ISD,108913,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.1557871,-97.9783253,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectxXmcZkycm1JHa,Kindred Learning Academy,"20015 FM 2920th Rd, Tomball, TX, 77377","Tomball, TX 77377",20015 FM 2920th Rd,Tomball,TX,77377,(936) 931-9979,wendy@kindredlearningacademy.com,https://kindredlearningacademy.com,Tomball ISD,101921,Montgomery,4,Harris County,Houston Area,30.0796197,-95.7373432,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rectyLEPMuxhq5z72,Alpha Omega Academy,"3891 Hwy 30 W, Huntsville, TX, 77340","Huntsville, TX 77340",3891 Hwy 30 W,Huntsville,TX,77340,+19364388833,office@alphaomegaacademy.org,https://alphaomegaacademy.org,Huntsville ISD,236902,Walker,6,Walker County,Houston Area,30.7004932,-95.6123973,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,8650,8990,,,1,,
recu3HnqmKvGIkwWb,Capitol School Of Austin,"2011 W Koenig Ln, Austin, TX, 78756","Austin, TX 78756",2011 W Koenig Ln,Austin,TX,78756,+15124677006,csa@capitolschool.com,https://capitolschool.com,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.3338212,-97.7389967,Schools,Schools,Private School,Grades PreK–5,-1,5,,True,,,EFA-Eligible,"Capitol School is a private, non-profit school that serves children with speech language and academic challenges. We offer small, low ratio groups for preschool through 5th grade. Our school population includes students with the following: specific learning disabilities (dyslexia, dyscalculia, dysgraphia), ADHD, apraxia and other speech disorders, receptive/expressive/pragmatic language disorders, auditory processing disorders and executive functioning challenges.",local,,,,,True,,,,,,,1,0.99,,10,0.63
recu4MMDB5irwKr2t,The Pillars Christian Learning Center,"2567 FM 1103, Cibolo, TX, 78108","Cibolo, TX 78108",2567 FM 1103,Cibolo,TX,78108,(210) 640-9544,varmke@lanternlearninggroup.com,https://thepillars.com,Schertz-Cibolo-Universal City ISD,094902,Comal,13,Guadalupe County,San Antonio Area,29.6054578,-98.2267675,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recu58G5vHWG8oUh9,Learning Foundations,"18130 Us Hwy 281 N, San Antonio, TX, 78232","San Antonio, TX 78232",18130 Us Hwy 281 N,San Antonio,TX,78232,(210) 495-2626,sofia@learningfoundations.com,https://www.learningfoundations.com,North East ISD,015910,Comal,13,Bexar County,San Antonio Area,29.6211028,-98.4647974,Therapy,Tutoring; Therapy,,,,,,,,,,"Learning Foundations is a Diagnostic and Learning Center based in San Antonio, Texas. We strive to create a friendly and safe environment for our students to challenge themselves and think about themselves in a positive way. Our sessions are delivered by experienced, degreed specialists in a fun, caring 1-on-1 environment. Our customized plans focus on techniques that create permanent changes in the brain’s neural pathways. Training targets may include attention, memory, processing speed, visual and auditory processing, sensory integration, logic and reasoning, and phonological processing. Some students may need a structured, multisensory reading or math component as well. Specific program recommendations will differ, depending on your child’s unique pattern of strengths and weaknesses.",local,,,,,True,,Tutoring: English/Language Arts; Tutoring: Math; Therapy: Dyslexia/Dsygraphia; Therapy: ADHD/Executive Function; Therapy: Other Therapy,,,,,,,,,
recu75qp6WWAsRotX,Primrose School Of Plano At Preston Meadow,"5801 Coit Rd, Plano, TX, 75093","Plano, TX 75093",5801 Coit Rd,Plano,TX,75093,(972) 964-6826,bela@primroseprestonwood.com,https://www.primroseschools.com/schools/plano-at-preston-meadow?utm_source=gbp&utm_medium=maplistings,Plano ISD,043910,Collin,10,Collin County,Dallas-Fort Worth,33.0533914,-96.7711066,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuA3AW2hYESS01c,Holy Ghost Catholic School,"6920 Chimney Rock, Houston, TX, 77081","Houston, TX 77081",6920 Chimney Rock,Houston,TX,77081,(713) 668-5327,dcrowe@holyghostschool.com,https://www.holyghostcs.org,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.7042445,-95.47737149999999,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuBW4c9tsaNu5BQ,Grace Academy Of Dallas,"11306A Inwood Rd, Dallas, TX, 75229","Dallas, TX 75229",11306A Inwood Rd,Dallas,TX,75229,(214) 696-5648,banse@graceacademy.com,https://www.graceacademy.com,Dallas ISD,057905,Dallas,10,Dallas County,Dallas-Fort Worth,32.902702,-96.81671999999999,Schools,Schools,Private School,Grades PreK–6,-1,6,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuC3xBxAMpT5I1k,Sts. Cyril & Methodius School Corpus Christi,"5002 Kostoryz Rd, Corpus Christi, TX, 78415","Corpus Christi, TX 78415",5002 Kostoryz Rd,Corpus Christi,TX,78415,(361) 853-9392,lsamaniego@sscmcschool.org,https://www.sscmcschool.org,Corpus Christi ISD,178904,Nueces,2,Nueces County,South Texas,27.7295593,-97.41200769999999,Schools,Schools,Private School,Grades PreK–5,-1,5,,True,,,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuC7gkYrmVf9AXa,St. Joseph Catholic School,"2015 SW Green Oaks Blvd, Arlington, TX, 76017","Arlington, TX 76017",2015 SW Green Oaks Blvd,Arlington,TX,76017,(817) 419-6800,dprice@stjosephtx.org,https://stjosephtx.org,Mansfield ISD,220908,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.660368,-97.14116680000001,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuDErjTMqiaCTYB,Childrens Lighthouse Of Imperial,"15013 Voss Rd, Sugar Land, TX, 77498","Sugar Land, TX 77498",15013 Voss Rd,Sugar Land,TX,77498,+13466264559,imperial@childrenslighthouse.com,https://www.childrenslighthouse.com/imperial,Lamar Cons ISD,079901,Harris,4,Fort Bend County,Houston Area,29.6436501,-95.6480742,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"Children's Lighthouse is committed to excellence in early childhood education. All children deserve a safe environment that allows them to be expressive and independent learners as they develop in their own learning style. Our Lighthouse Pathways® approach delivers such an environment by providing opportunities for individualized skill development, group learning, self-regulation, and inquiry-based investigation with a focus on 4 key areas; Confidence, Connection, Continuous Improvement, and Curriculum.",local,,,,,True,,,,,8750,13520,0.9,0.9,,,0.9
recuGbUX5R7xCId4l,Just Kids Christian Learning Center And Child Care,"6204 Prue Rd, San Antonio, TX, 78240","San Antonio, TX 78240",6204 Prue Rd,San Antonio,TX,78240,(210) 691-1244,paige@myjustkids.com,https://www.myjustkids.com,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.5440075,-98.60834220000001,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuIzvLbfbW2ZPne,Buckner Fanning School At Mission Springs,"975 Mission Spgs, San Antonio, TX, 78258","San Antonio, TX 78258",975 Mission Spgs,San Antonio,TX,78258,(210) 721-4700,snewman@bfsms.org,https://bucknerfanningmissionsprings.com,North East ISD,015910,Comal,13,Bexar County,San Antonio Area,29.664932,-98.479421,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuK6HsRy74i0B8E,Abilene Christian School,"2550 N Judge Ely Blvd, Abilene, TX, 79601","Abilene, TX 79601",2550 N Judge Ely Blvd,Abilene,TX,79601,(325) 672-9200,clara.garza@abilenechristian.com,https://abilenechristian.com,Clyde Cons ISD,030902,Taylor,14,Taylor County,West Texas,32.4795407,-99.70888190000001,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,"Since 1906, Abilene Christian School has existed to partner with our families and local churches to raise the next generation of kingdom leaders.  We offer a college prep curriculum promoting academic and spiritual growth and a full-range of athletic and fine arts opportunities.",local,,,,,True,,,,,4700,10200,,,,,
recuKbxvRYRdPNpTW,Marshall Christian Academy,"3402 S Washington Ave, Marshall, TX, 75672","Marshall, TX 75672",3402 S Washington Ave,Marshall,TX,75672,(903) 935-1060,guardiansoffice@gmail.com,https://www.marshallca.com,Marshall ISD,102902,Harrison,7,Harrison County,East Texas,32.5144877,-94.3635778,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,"The investment in Christian education is a life-changing choice, and Marshall Christian Academy (MCA) is excited to partner with your family! Since 1997, MCA has provided a Christ-centered education by integrating a biblical worldview into every subject and maintaining high standards of academic scholarship. MCA fosters a comprehensive education nurturing spirit, soul, and body while cultivating character and integrity alongside academic excellence to fulfill each student's God-given calling. Come partner with us as we prepare the next generation to live biblically, become mature in Christian character, and be leaders in God’s Kingdom. ",local,,,,,True,,,,,,,0.97,0.98,1,12,0.97
recuNFTcRPMX0LDke,Cradles 2 Crayons Academy,"4930 Travis St, Houston, TX, 77002","Houston, TX 77002",4930 Travis St,Houston,TX,77002,(713) 520-6633,deondavis@cradles2crayonsacademy.com,https://c2cpreschool.org,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.7300034,-95.3875343,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuUHOZ2sAa9nRXl,Lifestyle Christian School,"3993 I-45 N, Conroe, TX, 77304","Conroe, TX 77304",3993 I-45 N,Conroe,TX,77304,(936) 756-9383,cbrown@lifestyleconroe.org,https://lifestyleconroe.org,Willis ISD,170904,Montgomery,4,Montgomery County,Houston Area,30.3644875,-95.4871666,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recuVoHd0FnXOatES,Savvas Learning,"15 E Midland Ave, Paramus, NJ, 07652","Paramus, NJ 07652",15 E Midland Ave,Paramus,NJ,07652,(602) 708-0939,beth.dravis@savvas.com,https://www.savvas.com,,,,,Bergen County,,40.95055869999999,-74.0700215,Classes,Classes; Enrichment; Curriculum,,,,,,,,,,"As a homeschool parent, you need flexibility and pacing that matches the learning style of your child, while relying on rigorous, standards-based content. Savvas Learning Company provides Texas homeschool families with high-quality K-12 Math, Literacy, Science, and Career & Technical (CTE) curriculum. Our award winning Math, Literacy, and Science programs are approved by the Texas State Board of Education. Our engaging programs combine interactive digital tools and print resources to support personalized learning at home. Savvas equips parents with easy-to-use teaching support and proven materials that help your child stay on track and confidently prepare for life after high school, whether college or career, and beyond. Our programs include: Build strong pathways and foundations in Reading and Math enVision+ Texas Mathematics is a K-12 curriculum that puts your child at the center of learning, encouraging active exploration and discovery to help them see how math connects to their world. Texas myView Literacy is a K-5 curriculum that combines powerful Science of Reading-based instruction with engaging student-centered practice, including authentic texts, mini-lessons and flexible resources to inspire every child to see the world with fresh eyes, share their ideas, and shape their stories. Plaid Phonics builds foundational phonetic skills in Grades K-3. In Grades 4-6, the instructional focus transitions from phonics to word study, integrating writing, spelling, reading, and vocabulary practice. Spelling Workout is a K–8 learning solution that takes a phonetic and structural approach to spelling instruction. This approach supports the strong relationship among reading, writing, and spelling. D’Nealian Handwriting is the original continuous stroke, manuscript-cursive handwriting program! Newly reimagined for homeschool, this supplemental handwriting curriculum now provides an integrated print and digital experience. Texas English Language Arts (ELA) is a 6-12 curriculum that makes literacy learning socially, culturally, and digitally relevant. It combines powerful ELA practices with amazing literacy resources, planning tools, and digital media. Explore Science, hands-on Texas Experience Science K-8 curriculum connects wonder and science through engaging digital resources, hands-on investigations, and fascinating real-world phenomena. Step into real-world career pathways Savvas CTE courses were designed to prepare middle and high schoolers for career success. This next generation of career and technical education enables your child to discover their interest and develop job-ready skills as well as prepare for industry-recognized certifications. The portfolio consists of 69 courses connected to potential career paths across 14 national career clusters. This means your child graduates with the job-ready skills and credentials employers value most. Outlier by Savvas - Your child can earn college credit through award winning, 100% online courses. American Council on Education (ACE) recommends college credit for all Savvas Outlier courses, and is utilized by thousands of colleges and universities throughout the U.S.",online,,,,,True,,Classes: Math; Curriculum: Phonics; Curriculum: Online Learning Platform; Classes: English/Language Arts; Classes: Science; Curriculum: Educational Software; Curriculum: Science; Enrichment: Fitness; Curriculum: English/Language Arts,,,,,,,,,
