id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recoRHZfVFgrhvbsu,J B Adams School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4601 Hirsch Rd,Houston,TX,77026,Harris County,Houston Area,29.8022516,-95.32856389999999,https://jbadamsschool.com,(713) 673-2928,jbadamsschool@gmail.com,,,,,,,
recoRUx3Gv36u0lBB,Heritage Christian Academy (Haslet),Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1200 FM 156 S,Haslet,TX,76052,Tarrant County,Dallas-Fort Worth,32.9584284,-97.35121149999999,https://hcahaslet.org,(817) 439-3833,pastor@hcahaslet.org,,,,,,,
recoSsFdqljeonVk6,Kenmont School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2734 N Coria St,Brownsville,TX,78521,Cameron County,Rio Grande Valley,25.9410086,-97.5062488,https://kenmontschool.com,(956) 542-0500,juliegonzalez@kenmontschool.com,,,,,,,
recoUCuzPL0lthr2e,Little Yoemen Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,305 W Gillis Ave,Cameron,TX,76520,Milam County,Central Texas,30.8495117,-96.9792665,https://www.facebook.com/profile.php?id=61558234304126,(254) 482-9003,felicia@littleyoemenlc.com,,,,,,,
recoX5izklD2oOQXA,National Seating & Mobility,Supplies,Supplies,,local,"We are a medical provider servicing individuals of all ages in the San Antonio and surrounding areas with their durable medical equipment needs. Our products include but are not limited to: Wheelchairs (manual, power, and custom), canes, crutches, walkers, commodes, patient lifts and accessories, hospital beds (power and manual), wheelchair repairs and accessories.",,,,,,,True,,,,,,,,,,,8666 Huebner Rd,San Antonio,TX,78240,Bexar County,San Antonio Area,29.5201787,-98.6010662,https://www.nsm-seating.com,(423) 756-2268,nsmwest@nsm-seating.com,,,,,,,
recoXA4te6jV7r4Ve,Gideon Math & Reading - West Plano,Curriculum,Curriculum,,local,"Gideon Math and Reading offers supplemental education aimed at building confidence in our students through academic mastery. Our program helps students catch up, keep up, and stay ahead, making it ideal for remedial, foundational work, or enrichment.",,,,,,,True,,,,,,,,,,,"3308 Preston Rd, Ste 300",Plano,TX,75093,Collin County,Dallas-Fort Worth,33.0432936,-96.7919287,https://gideonmathandreading.com/west-plano,(214) 263-4001,westplano@gideoncenters.com,,,,,,,
recoYHffG0rdebREM,Milestones Matter Therapy,Therapy,Therapy,,local,Speech and Language therapy clinic,,,,,,,True,,Therapy: Speech,,,,,,,,,"4545 Bissonnet St, Ste 250",Bellaire,TX,77401,Harris County,Houston Area,29.7143142,-95.4539197,https://milestonesmattertx.com,(713) 669-8635,info@milestonesmattertx.com,,,,,,,
recoYoHgdijJXx117,Crown Of Life Lutheran School Colleyville,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,6605 Pleasant Run Rd,Colleyville,TX,76034,Tarrant County,Dallas-Fort Worth,32.9058877,-97.1565617,https://www.colschool.org,(817) 251-1881,ddueck@crownoflife.org,,,,,,,
recoaHR2FDExT7Koz,River Oaks Academy - Westchase,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,10600 Richmond Ave,Houston,TX,77042,Harris County,Houston Area,29.728441,-95.5631878,https://www.riveroaksacademy.com,(713) 783-7200,luis.valdes@riveroaksacademy.com,,,,,,,
recobMdZfMvqWjYPR,Kiddie Academy Of Pearland - West,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,11035 Magnolia Pkwy,Pearland,TX,77584,Brazoria County,Houston Area,29.5419209,-95.3911129,https://www.kiddieacademy.com/pearland-west,(713) 474-5707,pearland-west@kiddieacademy.net,,,,,,,
recobqOM6VQaJHIAf,Primrose School Of Cinco Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1540 Peek Rd,Katy,TX,77450,Harris County,Houston Area,29.759607721933,-95.767058023456,https://www.primrosecincoranch.com,(281) 693-7711,louannm@primrosecincoranch.com,,,,,,,
recofxPJRiC6DCjik,Blossom Heights School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8702 Lipan Rd,Houston,TX,77063,Harris County,Houston Area,29.7241201,-95.5169932,https://www.blossomheights.com,(713) 780-8702,admin@blossomheights.com,,,,,,,
recogMilYeR2oB2RD,Huntington Learning Center Clear Lake,Tutoring,Tutoring,,local,"Huntington Learning Center offers in-person, or online or hybrid tutoring options which means students can have the personalized attention they need in a learning format and experience that fits their after-school or sport schedules. We tutor 1. MATH 2. Reading 3. Writing 4. Sciences - Physics, Chemistry, Algebra , pre calc 5. SAT / ACT 6. ASVAB Aside from our proven and tested programs, our teachers are committed to helping every student get back on track and get ahead in school. Our teachers not only teach students important learning skill sets, but they also provide the support and nurturing attention students need to help spark the love of learning – a valuable skill set students carry with them for a lifetime! As a local tutoring and test prep provider, we are deeply ingrained in the community, actively supporting youth and family events, participating in local business networks as well as partnering with local schools to help provide high-dosage tutoring. Call us and help your student meet their academic goals today!",,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Tutoring: Social Studies/Humanities; Tutoring: Science,,,,,,,,,2323 Clear Lake City Blvd,Houston,TX,77062,Harris County,Houston Area,29.5924075,-95.1405506,https://huntingtonhelps.com/locations/clear-lake-city-tx,(678) 358-5238,kumart@hlcmail.com,,,,,,,
recoiTFNdqCsBvDLK,Kiddie Academy Of Cypresswood,Schools,Schools,Private School,local,"We are TRS certified facility that provide an educationally focused environment. We facilitate play and learning in a safe, stimulating, and nurturing atmosphere. Our thoughtfully constructed facility both indoors and out, encourages each child to engage in activities that help develop age appropriate cognitive, gross-motor, and fine-motor skills. Our teachers make time throughout the day to teach those intangible yet ever important lessons like character developing, by emphasizing the importance of patience, respect for others, and embracing differences.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,13909 Mandolin Dr,Houston,TX,77070,Harris County,Houston Area,29.9783614,-95.570003,https://kiddieacademy.com/academies/cypresswood,+13463886600,cypresswood@kiddieacademy.net,13500,14040,0.85,0.9,,15,0.85
recojeu2cIugQ6htt,School Of The Woods,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1321 Wirt Rd,Houston,TX,77055,Harris County,Houston Area,29.7935816,-95.48559589999999,https://www.schoolofthewoods.org,(713) 686-8811,sherron@schoolofthewoods.org,,,,,,,
recojr6zfWq1agn4O,Pasadena Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1511 Allendale Rd,Pasadena,TX,77502,Harris County,Houston Area,29.6829597,-95.22890939999999,,(832) 720-1196,katariavinod@gmail.com,,,,,,,
recomn6GfMZVeXGDF,Christ The King Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4100 Colgate Ave,Dallas,TX,75225,Dallas County,Dallas-Fort Worth,32.8604111,-96.8055047,https://www.cks.org,(214) 673-5078,lschlepp@cks.org,,,,,,,
recos68Qas16zhIIw,Inspire Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"55 Main St, # 280-295",Colleyville,TX,76034,Tarrant County,Dallas-Fort Worth,32.8849249,-97.1552483,https://www.inspireacademytx.com,(817) 966-4821,dana@inspireacademytx.com,,,,,,,
recovVLj8khlgqGTH,Little Explorers Education Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,124 N 1st St,Hidalgo,TX,78557,Hidalgo County,Rio Grande Valley,26.1051074,-98.26096140000001,,(956) 289-6583,miriam_marentes@yahoo.com,,,,,,,
recovzGdrQTGdCEcr,Little Tyke - Smithfield Rd,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6700 Smithfield Rd,North Richland Hills,TX,76182,Tarrant County,Dallas-Fort Worth,32.8682037,-97.21181879999999,https://littletykechildcare.com,(817) 788-1884,dfps71@littletykechildcare.com,,,,,,,
recowVUC769C1bi1s,Kidville Early Childhood Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,805 S Willow St,Pearsall,TX,78061,Frio County,San Antonio Area,28.8864079,-99.1036604,https://www.kidvillelearning.com,(830) 505-7359,kidville.daycare12@yahoo.com,,,,,,,
recownWXybr3anffn,Sugar And Spice Children's Academy #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3569 N 123rd Byp,Seguin,TX,78155,Guadalupe County,San Antonio Area,29.6162777,-97.96610799999999,,(830) 386-0694,sugar_spicechildcare@yahoo.com,,,,,,,
recowpQ9vxuq7l94e,Kids R Kids Learning Academy Of Seven Lakes,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10602 S Fry Rd,Katy,TX,77494,Fort Bend County,Houston Area,29.7066011,-95.8307158,https://kidsrkids.com/seven-lakes,(281) 392-1414,everett@kidsrkidssevenlakes.com,,,,,,,
recoxOwaFo9y7S3gC,Weber Wellness,Therapy,Therapy,,local,"Discovery Counseling Austin is a mental health practice in Austin, Texas that provides trauma-informed therapy for kids, teens, and adults. The practice offers both counseling and dietitian services.",,,,,,,True,,Therapy: Behavioral,,,,,,,,,2520 Longview St,Austin,TX,78705,Travis County,Austin Area,30.2907463,-97.7508838,https://www.discoverycounselingaustin.com,(512) 607-9360,admin@discoverycounselingaustin.com,,,,,,,
recozC50SKj6V1Q96,Bluebonnet School Of Cedar Park,Schools,Schools,Private School,local,"At Bluebonnet, we believe that a lifetime of learning begins with a child’s first moment of wonder. We believe children learn and develop best in a happy, secure, nurturing, safe, creative, and stimulating environment. We believe in providing the very best in early childhood education through caring and highly trained teachers who provide rich learning experiences and problem-solving.

Children‘s natural curiosity about the world around them is their strongest driving force for learning. Children learn best through play driven by that curiosity.

Small Groups & Great Teachers Our small group sizes enable our teachers to focus on each child's needs, get to know each child well, and guide their curiosity. Our frequent and varied communication with parents about each child’s developmental progress makes the parent-teacher partnership a strong element of our teaching.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3420 El Salido Pkwy,Cedar Park,TX,78613,Williamson County,Austin Area,30.4593304,-97.82378349999999,https://www.bluebonnetschool.com,+15123319009,headofschoolcp@bluebonnetschool.com,17580,18480,0.96,0.91,,1,0.96
recp0U1PT0UVk0lc7,Sacred Heart Catholic School,Schools,Schools,Private School,local,"At Sacred Heart Catholic School we believe we are called to nurture and educate our students spiritually, academically, physically, and emotionally. We foster life-long learning while respecting the richness of the past, meeting the challenges of the present, and in preparation for a better future.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,209 E Greenwood St,Del Rio,TX,78840,Val Verde County,South Texas,29.3583054,-100.8966945,https://www.shsdelrio.org,(830) 775-3274,jricks@shsdelrio.org,4280,6470,,,1,10,
recp10iwt6n9ZuvAG,St. Cecilia Catholic School - Houston,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,11740 Joan Of Arc,Houston,TX,77024,Harris County,Houston Area,29.778382,-95.53029459999999,https://www.saintceciliacatholicschool.org,(713) 468-9515,jmatthews@saintcecilia.org,,,,,,,
recp2fYMnsj8xYow5,Orion High School (Digital Learning School),Schools,Schools,Private School,online,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"4500 W Ilinois, Ste 203",Midland,TX,79703,Midland County,West Texas,31.9883158,-102.1366561,https://www.orionhs.org,(877) 647-1337,jgallegos@orionhs.org,,,,,,,
recp4vNOvhIw7l5eD,Gessner Kiddie Kollege,Schools,Schools,Private School,local,"Our passion is to help with the education and development of children, something we hope to do for your child!

Gessner Kiddie Kollege provides quality care and education at an
affordable price for the families in our community, while ensuring that all
children in our care are safe and allowed the opportunity to grow and
develop to their needs.

At Gessner Kiddie Kollege we have a strong Executive Team from our
owners to our curriculum director, who, between them, have a collective
100 years of early childhood education experience!",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8895 W Bellfort Ave,Houston,TX,77031,Harris County,Houston Area,29.6557721,-95.53369599999999,https://www.gkklc.com,+17139814411,gessnerkiddiekollege@gmail.com,,8000,0.9,0.9,1,18,0.85
recp6dpxExf4xImUU,Primrose School At Heritage,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4700 Heritage Trace Pwky,Fort Worth,TX,76244,Tarrant County,Dallas-Fort Worth,32.9128146,-97.2849188,https://www.primroseheritage.com,(817) 966-9181,jfielder@primroseeagleranch.com,,,,,,,
recp9jtD7xREzv86l,Cornerstone Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,3,,True,,,Grades PreK–3,EFA-Eligible,400 Elm St,Sweetwater,TX,79556,Nolan County,West Texas,32.4735291,-100.4073959,https://cornerstonestars.org,(325) 235-1500,stephanie-baker@4thandelm.org,,,,,,,
recpDzDCGFTxG9X3o,Primrose School Of Valley Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,577 Cimarron Trl,Irving,TX,75063,Dallas County,Dallas-Fort Worth,32.9336619,-96.9538776,https://www.primrosevalleyranch.com,(972) 409-9577,smaloney@primrosevalleyranch.com,,,,,,,
recpEL1aai38VV97e,Edquisitive Montessori Northwest,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2829 Hunters Green St,San Antonio,TX,78231,Bexar County,San Antonio Area,29.5695831,-98.5408357,https://edquisitivemontessori.com,(210) 446-1312,northwest@edquisitive.com,,,,,,,
recpErZsDMONMEoJW,Country Day Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,4194 Jung Rd,San Antonio,TX,78247,Bexar County,San Antonio Area,29.5775665,-98.4101556,https://www.countrydayschool.net,(210) 496-6033,misshayley@countrydayschool.net,,,,,,,
recpGtEe7v3JaiWWN,Immaculate Conception School - Grand Prairie,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,400 N E 17th St,Grand Prairie,TX,75050,Dallas County,Dallas-Fort Worth,32.7501848,-96.9806749,https://school.icgrandprairie.org,(972) 264-8777,lsantos@icgrandprairie.org,,,,,,,
recpHTXiVdZI7aNzE,Holy Spirit Catholic School - San Antonio,Schools,Schools,Private School,local,"Holy Spirit Catholic School, Faculty, Staff, and Parish Family, is dedicated to providing excellence in education, centered on the teachings of the Catholic faith. 

We are a diocesan pacesetter as a community of leaders (students, parents, and faculty), a center of academic excellence, and an environment of spiritual growth and Catholic traditions.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,770 W Ramsey Rd,San Antonio,TX,78216,Bexar County,San Antonio Area,29.5382797,-98.5061815,https://www.hscssa.org,+12103491169,lourdes.garcia@hscssa.org,,,0.99,0.96,,,0.95
recpIYMjE9RO9Val4,Kids 'R' Kids Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2230 Independence Dr,New Braunfels,TX,78132,Comal County,San Antonio Area,29.7125034,-98.1641733,https://www.kidsrkids.com/westpointe,(830) 856-2727,paula@kidsrkidswestpointe.com,,,,,,,
recpK06iQdN8lfdeJ,Westbury Christian School,Schools,Schools,Private School,local,"Westbury Christian School is a vibrant community where students are truly known, seen, and supported through a low 9:1 student-teacher ratio. We are faithful in our pursuit of Truth, cultivating deep curiosity and establishing strong knowledge in the academic disciplines, within a caring and welcoming community. We are wise in leadership, fostering a culture of belonging while courageously pursuing purposeful vision and developing the next generation of Christian leaders. We are diverse like the Kingdom, celebrating our unique backgrounds, talents, and experiences, and growing together in a lifelong community of faith and fellowship. Families choose WCS as their long-term partners in education.",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,10420 Hillcroft St,Houston,TX,77096,Harris County,Houston Area,29.6676457,-95.4931744,https://www.westburychristian.org,+17135518100,admissions@westburychristian.org,15500,24000,,,,9,
recpK4pbGCELmHhEW,Our Lady Of Walsingham Cathedral High School,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,7726 Westview Dr,Houston,TX,77055,Harris County,Houston Area,29.7958528,-95.4832799,https://www.cathedral-hs.org,(832) 603-4080,a.kutarna@cathedral-hs.org,,,,,,,
recpOGmBUiDWKEegs,Christ Episcopal School Nacogdoches,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,1428 N Mound St,Nacogdoches,TX,75961,Nacogdoches County,East Texas,31.615642,-94.6484176,https://www.ces-nac.org,(936) 564-0621,coliver@ces-nac.org,,,,,,,
recpOkC2kRkR1lRHV,Trinity Spiral School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1721 East Ave,Katy,TX,77493,Harris County,Houston Area,29.7976871,-95.8202786,https://www.trinityspiralschool.com,(281) 900-0439,leo.paez@usa.com,,,,,,,
recpPYJtaz8INhhJi,Eternity Christian Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1122 West Rd,Houston,TX,77038,Harris County,Houston Area,29.915213,-95.4400907,https://www.eternitychristianschool.org,(281) 999-5107,ecshouston@aol.com,,,,,,,
recpQUX0N7f4XXO0u,Ambleside School Of Fredericksburg,Schools,Schools,Private School,local,"Ambleside School seeks to bring students, parents, and teachers to the truths of Christ as they exist in the created world, in a highly relational atmosphere, through a rich and vigorous curriculum, where students are free to learn and inspired to grow. To fulfill this mission, Ambleside will faithfully and exclusively apply the educational principles and philosophy of Charlotte Mason. ",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,406 Post Oak Rd,Fredericksburg,TX,78624,Gillespie County,San Antonio Area,30.2779679,-98.8888827,https://www.amblesidefredericksburg.com,+18309909059,administration@amblesidefredericksburg.com,8000,15900,0.95,0.95,1,16,0.95
recpR76VBR3XXX8yw,Children's Social Expo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2021 Acklen Run Dr,Rosharon,TX,77583,Brazoria County,Houston Area,29.4496401,-95.4449715,https://www.childrenssocialexpo.com,+13463189200,childrenssocialexpo1@gmail.com,14300,15600,0.8,1,1,12,0.75
recpRpRRdjb4EypNU,Stacy's Sensory Solutions,Enrichment,Enrichment; Supplies,,online,"We offer sensory tools and products to provide calm and comfort for those with extra sensory needs. From autism, to ADHD, to anxiety, and more, we strive to offer custom solutions for unique needs. We carry a variety of weighted items, such as blankets, plushies, and lap pads, which many find invaluable for emotional regulation and sleep. We also carry a wide variety of fidgets for restless hands and fingers that can be great tools for focus and anxiety. In additions to these, we carry products geared towards self-care, early learning, fine-motor support, art and creativity, aromatherapy, brain games, and much more! Everything we sell is curated with an eye towards how it can fill a sensory need to bring some calm and comfort into people's lives.",,,,,,,True,,Enrichment: Neurodivergent-Focused,,,,,,,,,"2600 Technology Dr, Ste 100",Plano,TX,75074,Collin County,Dallas-Fort Worth,33.0121107,-96.679728,https://stacyssensorysolutions.com,(972) 599-1220,stacy@stacysss.com,,,,,,,
recpRrq18N3h69r1x,Kidspark,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"309 Curtis Mathes Way, Ste 191",Arlington,TX,76018,Tarrant County,Dallas-Fort Worth,32.6810006,-97.10704530000001,https://www.kidspark.com,(682) 323-4766,arlingtontx@kidspark.com,,,,,,,
recpSuk99ihr1zaz4,Boo Boo's Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"805 N Cage Blvd, Ste P",Pharr,TX,78577,Hidalgo County,Rio Grande Valley,26.2031326,-98.18409659999999,,(956) 715-8774,jesssnr06@yahoo.com,,,,,,,
recpTKMgqPfKlllK0,Inspire Me Learning Center,Schools,Schools,Private School,local,"At Inspire Me Learning Center, we combine intentional teaching with a caring environment to support early learning and development. Our classrooms are structured, engaging, and designed to help children build confidence, independence, and a love for learning. We focus on strong routines, positive guidance, and creating a safe, supportive space where children and families feel valued.",,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"10100 Kleckley Dr, Ste A2",Houston,TX,77075,Harris County,Houston Area,29.6218677,-95.2300933,https://www.imlearningctr.com,+17137509921,hello@imlearningctr.com,10000,16000,0.88,0.9,,,0.97
recpU0Xg0yuY7lV09,Children's Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,9144 Louetta Rd,Spring,TX,77379,Harris County,Houston Area,30.0070498,-95.5502027,,(281) 655-0028,louetta@childrenscourtyard.com,,,,,,,
recpVFlFnZMgpRrb1,Quest Employment Services,Enrichment,Tutoring; Enrichment,,local,"Quest Employment Services is an employment service provider specializing in workforce preparation and employment support services for individuals with disabilities and other barriers to employment. Quest delivers person-centered, outcomes-focused services designed to support individuals in obtaining and maintaining competitive, integrated employment. Services include career exploration and assessment, job readiness and soft skills training, resume development, interview preparation, job search assistance, job development, employer engagement, and on-the-job coaching. Quest also provides ongoing employment supports to promote job retention, career advancement, and long-term success. Quest partners with employers, educational institutions, families, and community organizations to create inclusive employment opportunities and ensure services are responsive to both participant and employer needs. Through evidence-based practices and a commitment to quality outcomes, Quest Employment Services supports participants in building independence, confidence, and sustainable employment pathways.",,,,,,,True,,Tutoring: Neurodivergent-Focused; Enrichment: Neurodivergent-Focused,,,,,,,,,901 Raywood Cir,Plano,TX,75075,Collin County,Dallas-Fort Worth,33.0324571,-96.7125887,https://www.questemploymentservices.com,(361) 779-7982,dana.macdonald@questemploymentservices.com,,,,,,,
recpXEjdbv53hd7gP,Susan Sessions Tutoring,Tutoring,Tutoring,,local,Tutoring services for Grades K-12th.,,,,,,,True,,,,,,,,,,,215 E 10th St,Houston,TX,77008,Harris County,Houston Area,29.7892212,-95.39609109999999,https://www.susansessionstutoring.com,(832) 287-5424,sessionstutoring@gmail.com,,,,,,,
recpXEn20poBlWz5W,Little Steps Learning Center #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7121 Lake June Rd,Dallas,TX,75217,Dallas County,Dallas-Fort Worth,32.7347295,-96.6992779,,(214) 309-1500,ilondon512@gmail.com,,,,,,,
recpeAX0IqzjdgC8B,Aesa Prep Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,13730 W Hwy 290,Austin,TX,78737,Hays County,Austin Area,30.198716180766638,-98.00540773814075,https://aesaprepacademy.com,(512) 426-4591,rgarza@aesaprepacademy.com,,,,,,,
recpgBwvcslruHs8m,Sylvan Learning Center Of North Conroe,Tutoring,Tutoring,,local,"Sylvan Learning Center provides personalized tutoring and academic support designed to help students build confidence, strengthen skills, and achieve lasting success in school. Using a proven blend of technology, research-based instruction, and caring certified teachers, Sylvan creates customized learning plans that meet each student exactly where they are. Whether students need help catching up, keeping up, or getting ahead, Sylvan offers programs in reading, math, writing, study skills, test prep, and more in a supportive and engaging learning environment that inspires growth and a love of learning.",,,,,,,True,,Tutoring: English/Language Arts; Tutoring: Math; Tutoring: Science; Tutoring: Foreign Language,,,,,,,,,1336 League Line Rd,Conroe,TX,77304,Montgomery County,Houston Area,30.3679356,-95.4868475,https://www.sylvanlearning.com/locations/us/tx/conroe-tutoring/conroe,(469) 744-1862,clarence.thoms@sylvanlearning.com,,,,,,,
recphha5GSiIxEOdl,Educare Private School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,15412 Kuykendahl Rd,Houston,TX,77090,Harris County,Houston Area,30.0032136,-95.45984469999999,https://www.educareprivateschoo.com,(281) 440-8047,myeducarecenter@gmail.com,,,,,,,
recphoR8nC0O9FQjS,Live Oak Classical School,Schools,Schools,Private School,local,"Live Oak Classical School is a Christ-centered, classical school serving students in grades pre-k through 12th grade. Our commitment to academic excellence, character formation, and enriching athletic and fine arts programming prepares students not just for college, but for a life well lived.",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,400 S 4th St,Waco,TX,76706,McLennan County,Central Texas,31.5550537,-97.12748309999999,https://liveoakclassical.com,+12547141007,admissions@liveoakclassical.com,8900,16000,0.8699999999999999,0.9,1,15,0.8699999999999999
recpjzIuUdIrDodL5,Your Bright Stars Learning Center Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"3380 Ruben Torres Sr Blvd, Ste 105",Brownsville,TX,78526,Cameron County,Rio Grande Valley,25.9488254,-97.4683938,https://brightstarsbtx.com,(956) 544-1721,yourbrightstars@gmail.com,,,,,,,
recplpaRIoSasdUjk,Sacred Heart School Rockport,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,213 S Church St,Rockport,TX,78382,Aransas County,South Texas,28.023144,-97.0538984,https://shsrockport.org,(361) 729-2672,shskbarnes@shsrockport.org,,,,,,,
recpnbzXKAZa6FkSj,Children's Lighthouse Of Woodforest,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2183 Woodforest Pkwy N,Montgomery,TX,77316,Montgomery County,Houston Area,30.2889921,-95.57959699999999,https://www.childrenslighthouse.com/woodforest,+19365888999,woodforest@childrenslighthouse.com,15600,17160,0.99,0.9800000000000001,1,18,0.99
recpoSRyoQcbNr95J,Lil Pups Day Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,220 N Main,Dilley,TX,78017,Frio County,San Antonio Area,28.6711311,-99.169788,,(830) 965-2160,littlepupsdaycare@gmail.com,,,,,,,
recpqgRHeyR0DnaOh,West Garden Montessori School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"12350 Westheimer Rd, Ste A",Houston,TX,77077,Harris County,Houston Area,29.7371046,-95.6001407,https://www.gardenmontessorischools.com,(281) 531-8717,west@gardenmontessorischools.com,,,,,,,
